scenario,CAPEX,spec_heat_tot,spec_power_tot,CO2_captured,OPEX_bd.Fixed,OPEX_bd.Electricity,OPEX_bd.Makeup-water,OPEX_bd.Adsorbent,OPEX_bd.Sink,OPEX_bd.npv_CO2_to_sink,power_bd.capture_unit,power_bd.VacuumPump,power_bd.FanVaneAxial,power_bd.IntercooledCondensingCompressor,power_bd.SteamGenerationSystem,power_bd.WaterCoolingGenerationSystem,electricity-input,heat-input,compression-electricity-input,FOM,investment,RH,T_feed
DAC_pypsa_LT_heatpump_80_summer_mean,28.422399389581308,8.351327014369854,0.9225255380477674,4705.882352941176,17762750.326138243,24754771.275481176,2214088.3201863305,18843742.287074067,0.0,423760569.8206461,0.0,0.027312965307524483,0.012451812587459176,1.1661509581151694,2.535129150468963,0.09730997134530645,0.5678433286882163,2.3198130595471818,0.24780707859947357,3.1247802275006853,6.613537057963201,76.85123,18.128517
DAC_pypsa_LT_heatpump_80_year_mean,27.448181135567587,7.989652427350192,0.9202731709968182,4705.8823529411775,17298310.6333814,23997768.131263226,2094488.9115556425,18116476.939884756,0.0,423760569.82064635,0.0,0.02524214213322325,0.012514921718959756,1.1652144015031352,2.4253391988888495,0.0926669549193887,0.5430996837528395,2.2193478964861644,0.24760806031941615,3.1510850478478702,6.386848647982381,80.24704,7.7787037
DAC_pypsa_LT_heatpump_80_winter_mean,26.912119542607595,8.2733205448212,0.918864978050824,4705.882352941178,17042753.646528244,24561270.57260017,2152873.4562497092,17662189.9840398,0.0,423760569.8206464,0.0,0.024245098791260807,0.012196775957677436,1.164688815513577,2.511449503565222,0.09577138282594225,0.5617783367422714,2.2981445957836666,0.247496373296635,3.1663714965939325,6.262113816070502,87.371315,-0.17129625
DAC_pypsa_LU_heatpump_80_winter_mean,26.86113550775637,7.624694207252502,0.9203932805178864,4705.882352941177,17018447.994910397,23221709.605654106,1866704.2117578909,17710447.07983927,0.0,423760569.8206462,0.0,0.025108947188930697,0.012781043431033255,1.165238480645247,2.314552467524967,0.08296480662755965,0.5175240437641543,2.117970613125695,0.24761317713711498,3.1678571425240345,6.25025046846106,74.929634,1.6146884
DAC_pypsa_LU_heatpump_80_year_mean,27.503201114599623,7.554329013469333,0.9217810682534622,4705.882352941177,17324540.343255803,23100671.07121542,1894242.8052390134,18218051.770407148,0.0,423760569.8206462,0.0,0.026283434510389694,0.012860351657559445,1.1657987867123938,2.293192406587206,0.08374311742390891,0.5134168534130511,2.0984247259637034,0.24773224217638368,3.14954980532418,6.3996511093534,70.64994,9.795798
DAC_pypsa_LU_heatpump_80_summer_mean,28.34959292024928,7.832478637773116,0.9246228016976716,4705.882352941176,17728041.251341127,23673852.821056087,1921138.0570628652,18875470.835479476,0.0,423760569.8206461,0.0,0.028890119306211413,0.01276321114326229,1.1670039266716652,2.377627517264969,0.08446810666044904,0.5320466528046646,2.1756885104925323,0.2479883344177289,3.1266835649478604,6.596595902630504,64.392784,18.701414
DAC_pypsa_LV_heatpump_80_summer_mean,28.422399389581308,8.351327014369854,0.9225255380477674,4705.882352941176,17762750.326138243,24754771.275481176,2214088.3201863305,18843742.287074067,0.0,423760569.8206461,0.0,0.027312965307524483,0.012451812587459176,1.1661509581151694,2.535129150468963,0.09730997134530645,0.5678433286882163,2.3198130595471818,0.24780707859947357,3.1247802275006853,6.613537057963201,76.85123,18.128517
DAC_pypsa_LV_heatpump_80_year_mean,27.448181135567587,7.989652427350192,0.9202731709968182,4705.8823529411775,17298310.6333814,23997768.131263226,2094488.9115556425,18116476.939884756,0.0,423760569.82064635,0.0,0.02524214213322325,0.012514921718959756,1.1652144015031352,2.4253391988888495,0.0926669549193887,0.5430996837528395,2.2193478964861644,0.24760806031941615,3.1510850478478702,6.386848647982381,80.24704,7.7787037
DAC_pypsa_LV_heatpump_80_winter_mean,26.912119542607595,8.2733205448212,0.918864978050824,4705.882352941178,17042753.646528244,24561270.57260017,2152873.4562497092,17662189.9840398,0.0,423760569.8206464,0.0,0.024245098791260807,0.012196775957677436,1.164688815513577,2.511449503565222,0.09577138282594225,0.5617783367422714,2.2981445957836666,0.247496373296635,3.1663714965939325,6.262113816070502,87.371315,-0.17129625
DAC_pypsa_ME_heatpump_80_winter_mean,27.311858221780845,7.62566199994286,0.921065942154501,4705.882352941176,17233321.323302284,23241221.366063524,1916073.545292734,18061497.934633054,0.0,423760569.8206461,0.0,0.02571437393829645,0.012776078873322685,1.165517314710604,2.3148462507113656,0.0848171261877892,0.5181076888135396,2.118239444428572,0.2476724293760034,3.1549155651296803,6.355128009980631,73.353645,7.329428
DAC_pypsa_ME_heatpump_80_year_mean,27.97601436097596,7.537744115770087,0.9234352755122184,4705.8823529411775,17549944.90529688,23080495.319472007,1896281.2578152334,18594759.41959615,0.0,423760569.82064635,0.0,0.027762983589476913,0.012847429668218821,1.166494522052394,2.28815789440219,0.08348691289737972,0.5126042343684188,2.093817809936135,0.24788008593613367,3.1366056434717673,6.509668841619592,66.29621,15.232051
DAC_pypsa_ME_heatpump_80_summer_mean,29.104119059463468,8.382107104645536,0.9282349138723812,4705.882352941177,18087746.981376354,24772288.633793086,1900816.8542178057,19443685.15340803,0.0,423760569.8206462,0.0,0.03229678449743342,0.012502670566214406,1.1685795173185498,2.5444727558597813,0.08321928626288908,0.5679044431520927,2.32836308462376,0.24832314743019182,3.107420455575507,6.772164703648905,57.064053,24.978403
DAC_pypsa_MK_heatpump_80_summer_mean,28.840804691996983,8.278928922812305,0.926068653429513,4705.8823529411775,17962216.954176843,24575984.854669183,1982068.2336040752,19224807.181469664,0.0,423760569.82064635,0.0,0.030333094483891467,0.012568528328334048,1.167645636572759,2.5131519830044335,0.08693385952783428,0.5616348363857047,2.2997024785589737,0.24812469777171126,3.114028395879184,6.710894741769047,63.18041,22.762331
DAC_pypsa_MK_heatpump_80_winter_mean,27.01952849261104,7.756392975425284,0.9202326457574016,4705.882352941176,17093958.784117702,23500393.17239359,1946596.6858502855,17816199.068066094,0.0,423760569.8206461,0.0,0.025028031882386583,0.012722910782620587,1.1651675485211388,2.3545309506691656,0.08640762675691088,0.5267215230193554,2.154553604284801,0.24759810406074204,3.163260008181183,6.287106536124432,77.344826,3.2274725
DAC_pypsa_MK_heatpump_80_year_mean,27.73198075559537,7.581405216669042,0.9223596185889084,4705.882352941176,17433606.608166482,23164632.88071841,1918790.8967885296,18396011.043003142,0.0,423760569.8206461,0.0,0.02681815570327386,0.012840675153262093,1.1660400169721024,2.301411659874437,0.08468519737344407,0.5154730837221887,2.1059458935191784,0.2477835036065718,3.1432314124639245,6.452885272067598,69.69662,12.413152
DAC_pypsa_NL_heatpump_80_year_mean,27.69470436697661,7.860494019368865,0.921267429733198,4705.882352941176,17415835.8115243,23740147.322229713,2053332.8087892777,18328062.20766857,0.0,423760569.8206461,0.0,0.026020533502671483,0.012645810310049363,1.1656048061653155,2.386131867582312,0.09062916753612626,0.5345283180228714,2.183470560935796,0.24769102131012957,3.144253785985722,6.44421152239087,76.1886,11.186837
DAC_pypsa_NL_heatpump_80_winter_mean,27.25321370345729,8.228358134526488,0.9192876734606592,4705.882352941176,17205363.68448793,24482478.40216057,2180969.444051361,17930943.540065445,0.0,423760569.8206461,0.0,0.024576037067234154,0.012252900897786866,1.164854295316886,2.4978007125626243,0.09665049873388942,0.5591470317180762,2.285655037368469,0.24753153775483827,3.1565751972776135,6.34148216362322,85.519165,4.445515
DAC_pypsa_NL_heatpump_80_summer_mean,28.387507355450097,7.993517991010041,0.9240046432128898,4705.882352941177,17746116.2243394,24008459.815957204,2009137.0350171905,18878392.57728901,0.0,423760569.8206462,0.0,0.028422494644205376,0.012676637119905238,1.1667500750501245,2.42651262954247,0.08827358361732185,0.5431256357963293,2.220421664169456,0.24793439094815145,3.1256911714956077,6.605418117771294,68.12986,18.741083
DAC_pypsa_NO_heatpump_80_summer_mean,27.96536107681332,8.094155885892217,0.921297642275716,4705.882352941176,17544866.15830876,14508086.788234014,2178587.414819838,18504420.91055197,0.0,423760569.8206461,0.0,0.0261797971120027,0.012500107488321347,1.1656307388973437,2.457062272793014,0.0959272342758323,0.5507297499796988,2.2483766349700605,0.24769653201568556,3.1368924774684177,6.5071899555609996,79.109,13.570999
DAC_pypsa_NO_heatpump_80_winter_mean,26.85371483178123,7.790787712202416,0.9199312544072288,4705.882352941176,17014910.331295755,14108197.623102289,1939647.414163827,17682968.363435477,0.0,423760569.8206461,0.0,0.024831014235858078,0.012625213677594454,1.1650682876515523,2.3649718182913264,0.08624063554849548,0.5288420948725711,2.1641076978340044,0.24757701112595493,3.168073847116061,6.248523769920096,78.4263,0.93633336
DAC_pypsa_NO_heatpump_80_year_mean,27.341678188570608,7.724541808435552,0.920831670038372,4705.8823529411775,17247537.415186003,14037845.743337255,1963072.2185571075,18072136.59964254,0.0,423760569.82064635,0.0,0.02556189731535404,0.01271703719569305,1.1654225949508774,2.3448622091897353,0.08695352113244956,0.5248951162770618,2.145706057898764,0.24765230142706138,3.1540743944524654,6.362066743503021,75.36308,7.396
DAC_pypsa_PL_heatpump_80_summer_mean,28.42597064496907,8.116797038869773,0.9236436525099572,4705.882352941177,17764452.853008598,24263963.402809337,2069403.701184901,18889384.991626665,0.0,423760569.8206462,0.0,0.02816038136896228,0.012613810690608941,1.1666031314828564,2.463935222063815,0.09094002222472132,0.5515755052239729,2.2546658441304923,0.247903165440107,3.124687117087524,6.61436804445124,70.578224,18.851717
DAC_pypsa_PL_heatpump_80_year_mean,27.523395596551687,7.798164701037157,0.9210204314967916,4705.882352941176,17334167.67158244,23605358.098226838,2013127.357670209,18203114.424101226,0.0,423760569.8206461,0.0,0.02576774124220021,0.012679453634810328,1.1655010815893834,2.3672111773064213,0.08897296751746903,0.5301091596864416,2.16615686139921,0.24766897983774402,3.1489878512217766,6.4043501128726215,75.939316,9.35192
DAC_pypsa_PL_heatpump_80_winter_mean,26.988174545823547,8.062400715176796,0.9194071575744472,4705.882352941177,17079011.39696631,24130105.068191074,2076642.436305054,17749129.052638043,0.0,423760569.8206462,0.0,0.024538974597651458,0.01243001350219705,1.1648704335660955,2.447422671946316,0.092235049608857,0.547533175801692,2.2395557542157767,0.24753496713279527,3.164165728950591,6.279810864631315,83.37823,1.6674747
DAC_pypsa_PT_heatpump_80_summer_mean,28.933492602365416,8.25228259801767,0.9272654372218742,4705.882352941177,18006404.121104207,24513156.86732979,1911661.4661258168,19314538.319771186,0.0,423760569.8206462,0.0,0.03138809536123848,0.012564062116821331,1.1681595251649128,2.50506322362242,0.08371639243631798,0.5594555018765696,2.292300721671575,0.24823389909754398,3.1116886524152494,6.732462059912902,58.95294,23.649817
DAC_pypsa_PT_heatpump_80_winter_mean,27.860854583248965,7.930128790339991,0.9215104655483364,4705.882352941177,17495044.710638124,23889534.35021422,2092110.292706002,18448897.774081636,0.0,423760569.8206462,0.0,0.026284156160741486,0.01259201387324949,1.1657126738200432,2.4072702013430884,0.09233636844140744,0.5394275822114285,2.2028135528722195,0.24771394318675916,3.139717889550457,6.482872600839743,76.50349,12.918549
DAC_pypsa_PT_heatpump_80_year_mean,28.31506871986433,7.970737665812575,0.9235976516010412,4705.882352941176,17711582.507159933,23965177.700333092,2025175.1301245026,18819194.8775933,0.0,423760569.8206461,0.0,0.02807334566303982,0.012662890339061959,1.166580955633246,2.419597433147228,0.0890096801133121,0.5417354617183114,2.2140937960590485,0.24789845307206482,3.1275895323422684,6.588562552753432,69.45869,18.006578
DAC_pypsa_RO_heatpump_80_winter_mean,26.89837384059737,7.861028732005886,0.919797456097655,4705.882352941177,17036200.649197258,23711035.10677424,1978056.2362601487,17707489.12503016,0.0,423760569.8206462,0.0,0.024754553555444734,0.012579084086898113,1.1650159781715854,2.386294184971023,0.08787438527788172,0.5336942191768901,2.183619092223857,0.2475658953614619,3.1667714840598915,6.258915363034,79.75214,1.2581577
DAC_pypsa_RO_heatpump_80_summer_mean,28.65711127665696,8.072770995619836,0.9257463545264268,4705.882352941177,17874644.67452546,24156804.96215636,1935763.1742660694,19101647.886568442,0.0,423760569.8206462,0.0,0.02996717679202865,0.012663080368389918,1.1674956964688976,2.4505706746774325,0.08494047106926737,0.5478550481177626,2.2424363876721767,0.2480928354996407,3.1187101348009025,6.668151580187116,62.483166,21.340836
DAC_pypsa_RO_heatpump_80_year_mean,27.578135811665074,7.627825903911922,0.9217365399380448,4705.882352941177,17360264.009424567,23255443.115345698,1935623.9447990109,18270267.583004843,0.0,423760569.8206462,0.0,0.026290095662051097,0.012810572859964198,1.1657836974100695,2.315503125483644,0.08548880852240079,0.5185196780372128,2.1188405288644225,0.24772903569963978,3.1474687281222025,6.417087476676817,71.84362,10.526258
DAC_pypsa_RS_heatpump_80_summer_mean,28.840804691996983,8.278928922812305,0.926068653429513,4705.8823529411775,17962216.954176843,24575984.854669183,1982068.2336040752,19224807.181469664,0.0,423760569.82064635,0.0,0.030333094483891467,0.012568528328334048,1.167645636572759,2.5131519830044335,0.08693385952783428,0.5616348363857047,2.2997024785589737,0.24812469777171126,3.114028395879184,6.710894741769047,63.18041,22.762331
DAC_pypsa_RS_heatpump_80_winter_mean,27.01952849261104,7.756392975425284,0.9202326457574016,4705.882352941176,17093958.784117702,23500393.17239359,1946596.6858502855,17816199.068066094,0.0,423760569.8206461,0.0,0.025028031882386583,0.012722910782620587,1.1651675485211388,2.3545309506691656,0.08640762675691088,0.5267215230193554,2.154553604284801,0.24759810406074204,3.163260008181183,6.287106536124432,77.344826,3.2274725
DAC_pypsa_RS_heatpump_80_year_mean,27.73198075559537,7.581405216669042,0.9223596185889084,4705.882352941176,17433606.608166482,23164632.88071841,1918790.8967885296,18396011.043003142,0.0,423760569.8206461,0.0,0.02681815570327386,0.012840675153262093,1.1660400169721024,2.301411659874437,0.08468519737344407,0.5154730837221887,2.1059458935191784,0.2477835036065718,3.1432314124639245,6.452885272067598,69.69662,12.413152
DAC_pypsa_SE_heatpump_80_year_mean,27.54022022384116,7.954912669564561,0.9205811346380256,4705.882352941177,17342188.486935552,23929474.233909845,2085747.7880710163,18193456.31950151,0.0,423760569.8206462,0.0,0.02548201551993219,0.012558404809651981,1.1653336118769853,2.4147935966760454,0.09222066954963962,0.5408241208929947,2.2096979637679337,0.24763339252385938,3.1485202997619233,6.408264993335039,79.06481,9.025889
DAC_pypsa_SE_heatpump_80_winter_mean,27.04051976681657,8.14712190701725,0.9192730447774362,4705.882352941177,17103965.967726123,24306984.53625405,2119608.7946087937,17777934.32331928,0.0,423760569.8206462,0.0,0.024470060150607494,0.012373547814675312,1.1648205028548952,2.473140640207844,0.09411846524921555,0.5533718266022477,2.2630894186159023,0.24752435685666527,3.1626548075299334,6.29199094324113,84.772285,2.022199
DAC_pypsa_SE_heatpump_80_summer_mean,28.270063103463976,8.157827448584515,0.9224394511082624,4705.882352941177,17690126.95080262,24359098.796237268,2156210.2993406085,18746367.479651794,0.0,423760569.8206462,0.0,0.02716768826331672,0.01253034526258264,1.166105170537189,2.476390414818757,0.09481018197209823,0.5548159589423103,2.266063180162365,0.24779734873915263,3.1287738704472545,6.5780903083872735,75.617645,16.953875
DAC_pypsa_SI_heatpump_80_winter_mean,26.79913375368144,7.66799780561918,0.9202067656640028,4705.8823529411775,16988889.85894414,23308353.535570752,1877549.9503328376,17657920.69416593,0.0,423760569.82064635,0.0,0.02499450078440905,0.012715350453666003,1.1651748097606216,2.327697709514734,0.0834979627498422,0.5203924237443134,2.1299993904497723,0.24759964707413207,3.1696714556324697,6.235823435309748,75.95057,0.66580576
DAC_pypsa_SI_heatpump_80_summer_mean,28.38692440157472,7.982964145336602,0.924061831621286,4705.882352941177,17745838.31236468,23986374.465634193,2001433.0990789745,18880040.015736185,0.0,423760569.8206462,0.0,0.02846462467705299,0.012686965135803837,1.1667723730907849,2.4233089037429356,0.08797810594493341,0.5423932023939042,2.2174900403712785,0.2479391292817918,3.125706409987173,6.605282471691417,67.8332,18.76246
DAC_pypsa_SI_heatpump_80_year_mean,27.469325384685646,7.626964707783976,0.9214482948538838,4705.882352941177,17308390.744817935,23249750.141741347,1927641.3861037078,18184982.45815957,0.0,423760569.8206462,0.0,0.02603643812950266,0.012804887434217553,1.1656662494086771,2.315241700753841,0.08524429931629121,0.5183570566971936,2.118601307717771,0.24770407799934388,3.1504943245653005,6.391768650449041,72.50735,9.237211
DAC_pypsa_SK_heatpump_80_winter_mean,26.916233422025112,7.731641249187867,0.9201605988229874,4705.882352941177,17044714.858900156,23444938.55521162,1923158.6928409236,17739482.550307762,0.0,423760569.8206462,0.0,0.024970732926590473,0.012706306416237743,1.1651472728440835,2.347017315698228,0.08541691655247007,0.5248986452136243,2.1476781247744077,0.24759379547936777,3.1662518658633614,6.263071064387467,77.095566,1.9750947
DAC_pypsa_SK_heatpump_80_summer_mean,28.58850489508377,8.082814346306586,0.9250738416648844,4705.882352941176,17841937.910258073,24182493.965529732,1976434.2699999618,19038523.979732938,0.0,423760569.8206461,0.0,0.02938141697340151,0.012657115167712972,1.1672083197084073,2.453619434599125,0.08675402528645496,0.5487625483056727,2.2452262073073848,0.24803176793803658,3.120474116386245,6.652187732774806,64.96154,20.643778
DAC_pypsa_SK_heatpump_80_year_mean,27.58276424024672,7.6261911662162305,0.9217550153813464,4705.882352941176,17362470.523149334,23252223.393002618,1935083.2882151604,18274055.764775977,0.0,423760569.8206461,0.0,0.02630542548820397,0.012811884657690944,1.1657912066924663,2.3150068844457117,0.08546166411220238,0.5184119949745596,2.118386435060064,0.24773063142214916,3.1473405587492396,6.418164454152409,71.77631,10.584256
DAC_pypsa_UK_heatpump_80_summer_mean,28.203800535790577,7.970854051699956,0.9228668570845824,4705.8823529411775,17658537.55443818,44081548.46308748,2069146.263941352,18722381.444055855,0.0,423760569.82064635,0.0,0.027451746726609584,0.012637167033453526,1.166272990925666,2.4196327632516894,0.09099700719228368,0.5420277203933577,2.21412612547221,0.24783301057170398,3.130524471698331,6.562671837171767,72.35215,16.750181
DAC_pypsa_UK_heatpump_80_winter_mean,27.33475407686001,8.238744320290808,0.9193980150127578,4705.8823529411775,17244236.47897152,45065521.001370616,2195028.869905111,17992399.316155918,0.0,423760569.82064635,0.0,0.02466447746774287,0.012269138203443164,1.1648938549337262,2.5009535435136834,0.09718001805212043,0.5599517751628602,2.2885400889696688,0.24753994417341676,3.1542695482981267,6.360455589259361,85.3786,5.435141
DAC_pypsa_UK_heatpump_80_year_mean,27.727638519328032,8.043194850960523,0.9207826110230845,4705.882352941176,17431536.53108718,44350702.765295886,2140223.277630486,18326616.791108444,0.0,423760569.8206461,0.0,0.0257064863049775,0.012510971236089517,1.1654199424891083,2.441592539064338,0.09445704360751174,0.547031746045245,2.2342207919334784,0.24765173777893554,3.1433503648239327,6.4518748879661425,79.69261,10.965054
DAC_pypsa_XK_heatpump_80_winter_mean,27.01952849261104,7.756392975425284,0.9202326457574016,4705.882352941176,17093958.784117702,23500393.17239359,1946596.6858502855,17816199.068066094,0.0,423760569.8206461,0.0,0.025028031882386583,0.012722910782620587,1.1651675485211388,2.3545309506691656,0.08640762675691088,0.5267215230193554,2.154553604284801,0.24759810406074204,3.163260008181183,6.287106536124432,77.344826,3.2274725
DAC_pypsa_XK_heatpump_80_year_mean,27.73198075559537,7.581405216669042,0.9223596185889084,4705.882352941176,17433606.608166482,23164632.88071841,1918790.8967885296,18396011.043003142,0.0,423760569.8206461,0.0,0.02681815570327386,0.012840675153262093,1.1660400169721024,2.301411659874437,0.08468519737344407,0.5154730837221887,2.1059458935191784,0.2477835036065718,3.1432314124639245,6.452885272067598,69.69662,12.413152
DAC_pypsa_XK_heatpump_80_summer_mean,28.840804691996983,8.278928922812305,0.926068653429513,4705.8823529411775,17962216.954176843,24575984.854669183,1982068.2336040752,19224807.181469664,0.0,423760569.82064635,0.0,0.030333094483891467,0.012568528328334048,1.167645636572759,2.5131519830044335,0.08693385952783428,0.5616348363857047,2.2997024785589737,0.24812469777171126,3.114028395879184,6.710894741769047,63.18041,22.762331
